video_path,behavior,og_behavior,start_time,end_time,master_video,duration,dataset,annotation_times,split
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00016.mp4,Lead,Lead (Male),179.53622055629543,183.53622055629543,25-05-21-Run1-Sham-NoCir,4.0,fshdata,180.240000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00017.mp4,Quiver,Quiver (Male),183.86852841546545,187.86852841546545,25-05-21-Run1-Sham-NoCir,4.0,fshdata,185.680000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00018.mp4,NoBehavior,NoBehavior,188.17373063423892,192.17373063423892,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00019.mp4,Quiver,Quiver (Male),198.1393788249222,202.1393788249222,25-05-21-Run1-Sham-NoCir,4.0,fshdata,200.200000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00020.mp4,Lead,Lead (Male),202.1393788249222,206.1393788249222,25-05-21-Run1-Sham-NoCir,4.0,fshdata,203.240000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00021.mp4,NoBehavior,NoBehavior,223.7018096565212,227.7018096565212,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00022.mp4,NoBehavior,NoBehavior,227.7018096565212,231.7018096565212,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00023.mp4,NoBehavior,NoBehavior,231.7018096565212,235.7018096565212,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00024.mp4,NoBehavior,NoBehavior,235.7018096565212,239.7018096565212,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00025.mp4,NoBehavior,NoBehavior,239.7018096565212,243.7018096565212,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00026.mp4,NoBehavior,NoBehavior,243.7018096565212,247.7018096565212,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00027.mp4,Quiver,Quiver (Male),254.92658458354208,258.9265845835421,25-05-21-Run1-Sham-NoCir,4.0,fshdata,255.760000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00028.mp4,Lead,Lead (Male),263.41113730292574,267.41113730292574,25-05-21-Run1-Sham-NoCir,4.0,fshdata,264.640000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00029.mp4,NoBehavior,NoBehavior,267.87179693245963,271.87179693245963,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00030.mp4,Quiver,Quiver (Male),276.2180898605948,280.2180898605948,25-05-21-Run1-Sham-NoCir,4.0,fshdata,278.760000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00031.mp4,Lead,Lead (Male),280.2180898605948,284.2180898605948,25-05-21-Run1-Sham-NoCir,4.0,fshdata,280.400000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00032.mp4,NoBehavior,NoBehavior,289.09507540018456,293.09507540018456,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00033.mp4,NoBehavior,NoBehavior,293.09507540018456,297.09507540018456,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00034.mp4,Quiver,Quiver (Male),306.99085581051247,310.99085581051247,25-05-21-Run1-Sham-NoCir,4.0,fshdata,307.880000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00035.mp4,Quiver,Quiver (Male),312.2457675547759,316.2457675547759,25-05-21-Run1-Sham-NoCir,4.0,fshdata,315.680000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00036.mp4,NoBehavior,NoBehavior,324.5068770588257,328.5068770588257,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00037.mp4,NoBehavior,NoBehavior,328.5068770588257,332.5068770588257,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00038.mp4,Quiver,Quiver (Male),335.7555341032365,339.7555341032365,25-05-21-Run1-Sham-NoCir,4.0,fshdata,338.960000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00039.mp4,Lead,Lead (Male),339.7555341032365,343.7555341032365,25-05-21-Run1-Sham-NoCir,4.0,fshdata,340.920000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00040.mp4,NoBehavior,NoBehavior,348.6309391749251,352.6309391749251,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00041.mp4,NoBehavior,NoBehavior,352.6309391749251,356.6309391749251,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00042.mp4,Quiver,Quiver (Male),360.64132999265314,364.64132999265314,25-05-21-Run1-Sham-NoCir,4.0,fshdata,363.320000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00043.mp4,Lead Bite,Lead (Male) Bite (Male),364.64132999265314,368.64132999265314,25-05-21-Run1-Sham-NoCir,4.0,fshdata,364.880000 367.720000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00044.mp4,NoBehavior,NoBehavior,372.1701287396449,376.1701287396449,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00045.mp4,Quiver,Quiver (Male),378.5960129616615,382.5960129616615,25-05-21-Run1-Sham-NoCir,4.0,fshdata,379.640000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00046.mp4,NoBehavior,NoBehavior,405.8796026915159,409.8796026915159,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00047.mp4,NoBehavior,NoBehavior,409.8796026915159,413.8796026915159,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00048.mp4,NoBehavior,NoBehavior,413.8796026915159,417.8796026915159,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00049.mp4,NoBehavior,NoBehavior,417.8796026915159,421.8796026915159,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00050.mp4,NoBehavior,NoBehavior,421.8796026915159,425.8796026915159,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00051.mp4,NoBehavior,NoBehavior,425.8796026915159,429.8796026915159,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00052.mp4,NoBehavior,NoBehavior,429.8796026915159,433.8796026915159,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00053.mp4,Quiver Lead,Quiver (Male) Lead (Male),441.56396613487465,445.56396613487465,25-05-21-Run1-Sham-NoCir,4.0,fshdata,442.480000 444.960000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00054.mp4,Follow Quiver,Follow (Female) Quiver (Male),445.56396613487465,449.56396613487465,25-05-21-Run1-Sham-NoCir,4.0,fshdata,446.600000 448.240000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00055.mp4,NoBehavior,NoBehavior,450.6496476501083,454.6496476501083,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00056.mp4,NoBehavior,NoBehavior,454.6496476501083,458.6496476501083,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00057.mp4,Quiver,Quiver (Male),465.4858007946672,469.4858007946672,25-05-21-Run1-Sham-NoCir,4.0,fshdata,466.720000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00058.mp4,NoBehavior,NoBehavior,471.82969162841454,475.82969162841454,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00059.mp4,NoBehavior,NoBehavior,475.82969162841454,479.82969162841454,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00060.mp4,Quiver,Quiver (Male),486.4765721101781,490.4765721101781,25-05-21-Run1-Sham-NoCir,4.0,fshdata,486.760000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00061.mp4,NoBehavior,NoBehavior,493.5460782437094,497.5460782437094,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00062.mp4,NoBehavior,NoBehavior,497.5460782437094,501.5460782437094,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00063.mp4,NoBehavior,NoBehavior,501.5460782437094,505.5460782437094,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00064.mp4,Lead,Lead (Male),512.2121415783695,516.2121415783695,25-05-21-Run1-Sham-NoCir,4.0,fshdata,515.280000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00065.mp4,NoBehavior,NoBehavior,529.5277594453156,533.5277594453156,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00066.mp4,NoBehavior,NoBehavior,533.5277594453156,537.5277594453156,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00067.mp4,NoBehavior,NoBehavior,537.5277594453156,541.5277594453156,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00068.mp4,Bite,Bite (Male),545.2123542966002,549.2123542966002,25-05-21-Run1-Sham-NoCir,4.0,fshdata,546.120000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00069.mp4,NoBehavior,NoBehavior,571.9340752656107,575.9340752656107,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00070.mp4,NoBehavior,NoBehavior,575.9340752656107,579.9340752656107,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00071.mp4,NoBehavior,NoBehavior,579.9340752656107,583.9340752656107,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00072.mp4,NoBehavior,NoBehavior,583.9340752656107,587.9340752656107,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00073.mp4,NoBehavior,NoBehavior,587.9340752656107,591.9340752656107,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00074.mp4,NoBehavior,NoBehavior,591.9340752656107,595.9340752656107,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00075.mp4,Bite,Bite (Male),597.6163618124032,601.6163618124032,25-05-21-Run1-Sham-NoCir,4.0,fshdata,600.920000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00076.mp4,NoBehavior,NoBehavior,617.4483454455469,621.4483454455469,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00077.mp4,NoBehavior,NoBehavior,621.4483454455469,625.4483454455469,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00078.mp4,NoBehavior,NoBehavior,625.4483454455469,629.4483454455469,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00079.mp4,Quiver,Quiver (Male),645.0169527179157,649.0169527179157,25-05-21-Run1-Sham-NoCir,4.0,fshdata,646.520000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00080.mp4,Lead Follow,Lead (Male) Follow (Female),649.0169527179157,653.0169527179157,25-05-21-Run1-Sham-NoCir,4.0,fshdata,649.360000 650.920000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00081.mp4,NoBehavior,NoBehavior,653.4305007793758,657.4305007793758,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00082.mp4,NoBehavior,NoBehavior,657.4305007793758,661.4305007793758,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00083.mp4,NoBehavior,NoBehavior,661.4305007793758,665.4305007793758,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00084.mp4,Quiver,Quiver (Male),675.4211709653675,679.4211709653675,25-05-21-Run1-Sham-NoCir,4.0,fshdata,678.720000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00085.mp4,NoBehavior,NoBehavior,681.9044912950372,685.9044912950372,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00086.mp4,Quiver,Quiver (Male),708.7189569424743,712.7189569424743,25-05-21-Run1-Sham-NoCir,4.0,fshdata,712.000000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00087.mp4,Lead,Lead (Male),712.7189569424743,716.7189569424743,25-05-21-Run1-Sham-NoCir,4.0,fshdata,713.920000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00088.mp4,NoBehavior,NoBehavior,733.9002647641157,737.9002647641157,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00089.mp4,NoBehavior,NoBehavior,737.9002647641157,741.9002647641157,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00090.mp4,NoBehavior,NoBehavior,741.9002647641157,745.9002647641157,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00091.mp4,Quiver,Quiver (Male),753.3880290334705,757.3880290334705,25-05-21-Run1-Sham-NoCir,4.0,fshdata,756.800000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00092.mp4,Lead,Lead (Male),760.3520054233962,764.3520054233962,25-05-21-Run1-Sham-NoCir,4.0,fshdata,762.040000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00093.mp4,NoBehavior,NoBehavior,769.0170156385475,773.0170156385475,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00094.mp4,NoBehavior,NoBehavior,773.0170156385475,777.0170156385475,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00095.mp4,Lead Bite,Lead (Male) Bite (Male),780.3966574095855,784.3966574095855,25-05-21-Run1-Sham-NoCir,4.0,fshdata,780.800000 783.560000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00096.mp4,NoBehavior,NoBehavior,788.2602961910725,792.2602961910725,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00097.mp4,Quiver,Quiver (Male),792.2602961910725,796.2602961910725,25-05-21-Run1-Sham-NoCir,4.0,fshdata,794.160000,train
/fs/vulcan-projects/fsh_track/processed_data/dataset12_06/2025-05-21-1245-Pi14-TankA11-Run1-Sham-60min-NoCircling-001_clip00098.mp4,NoBehavior,NoBehavior,814.7235410387475,818.7235410387475,25-05-21-Run1-Sham-NoCir,4.0,fshdata,,train
